 rho = L(surface reflected)/L(sky) (non-dimen) as in
 Mobley, 1999, Appl Opt 38, page 7445, Eq. 4
   [(Theta,Phi) are the directions of photon travel.
   Theta is measured from 0 at the zenith.
   Solar photons travel in the Phi = 180 direction (the sun is located at Phi = 0).
   (Thus Phi = 45 represents the 135 degree viewing angle for minimizing sun glitter.)]
   These values are for 550 nm (see RhoNotes.pdf for discussion)
   I   J    Theta      Phi  Phi-view       rho
   8  13     20.0    180.0      0.0      0.0713
   7   1     30.0      0.0    180.0      0.1117
   7   2     30.0     15.0    165.0      0.1085
   7   3     30.0     30.0    150.0      0.1009
   7   4     30.0     45.0    135.0      0.1122
   7   5     30.0     60.0    120.0      0.1234
   7   6     30.0     75.0    105.0      0.1286
   7   7     30.0     90.0     90.0      0.1253
   7   8     30.0    105.0     75.0      0.1329
   7   9     30.0    120.0     60.0      0.1261
   7  10     30.0    135.0     45.0      0.1343
   7  11     30.0    150.0     30.0      0.1277
   7  12     30.0    165.0     15.0      0.1363
   7  13     30.0    180.0      0.0      0.1242
   6   1     40.0      0.0    180.0      0.0720
   6   2     40.0     15.0    165.0      0.0727
   6   3     40.0     30.0    150.0      0.0734
   6   4     40.0     45.0    135.0      0.0757
   6   5     40.0     60.0    120.0      0.0884
   6   6     40.0     75.0    105.0      0.1056
   6   7     40.0     90.0     90.0      0.1118
   6   8     40.0    105.0     75.0      0.1209
   6   9     40.0    120.0     60.0      0.1329
   6  10     40.0    135.0     45.0      0.1453
   6  11     40.0    150.0     30.0      0.1547
   6  12     40.0    165.0     15.0      0.1621
   6  13     40.0    180.0      0.0      0.1673
   5   1     50.0      0.0    180.0      0.0638
   5   2     50.0     15.0    165.0      0.0648
   5   3     50.0     30.0    150.0      0.0661
   5   4     50.0     45.0    135.0      0.0653
   5   5     50.0     60.0    120.0      0.0706
   5   6     50.0     75.0    105.0      0.0767
   5   7     50.0     90.0     90.0      0.0880
   5   8     50.0    105.0     75.0      0.0964
   5   9     50.0    120.0     60.0      0.1144
   5  10     50.0    135.0     45.0      0.1234
   5  11     50.0    150.0     30.0      0.1373
   5  12     50.0    165.0     15.0      0.1497
   5  13     50.0    180.0      0.0      0.1615
   4   1     60.0      0.0    180.0      0.0826
   4   2     60.0     15.0    165.0      0.0837
   4   3     60.0     30.0    150.0      0.0879
   4   4     60.0     45.0    135.0      0.0865
   4   5     60.0     60.0    120.0      0.0846
   4   6     60.0     75.0    105.0      0.0881
   4   7     60.0     90.0     90.0      0.0955
   4   8     60.0    105.0     75.0      0.0921
   4   9     60.0    120.0     60.0      0.1050
   4  10     60.0    135.0     45.0      0.1171
   4  11     60.0    150.0     30.0      0.1318
   4  12     60.0    165.0     15.0      0.1430
   4  13     60.0    180.0      0.0      0.1455
   3   1     70.0      0.0    180.0      0.1266
   3   2     70.0     15.0    165.0      0.1305
   3   3     70.0     30.0    150.0      0.1339
   3   4     70.0     45.0    135.0      0.1322
   3   5     70.0     60.0    120.0      0.1280
   3   6     70.0     75.0    105.0      0.1335
   3   7     70.0     90.0     90.0      0.1391
   3   8     70.0    105.0     75.0      0.1371
   3   9     70.0    120.0     60.0      0.1374
   3  10     70.0    135.0     45.0      0.1479
   3  11     70.0    150.0     30.0      0.1535
   3  12     70.0    165.0     15.0      0.1511
   3  13     70.0    180.0      0.0      0.1511
   2   1     80.0      0.0    180.0      0.1596
   2   2     80.0     15.0    165.0      0.1668
   2   3     80.0     30.0    150.0      0.1718
   2   4     80.0     45.0    135.0      0.1696
   2   5     80.0     60.0    120.0      0.1648
   2   6     80.0     75.0    105.0      0.1777
   2   7     80.0     90.0     90.0      0.1814
   2   8     80.0    105.0     75.0      0.1826
   2   9     80.0    120.0     60.0      0.1754
   2  10     80.0    135.0     45.0      0.1878
   2  11     80.0    150.0     30.0      0.1887
   2  12     80.0    165.0     15.0      0.1913
   2  13     80.0    180.0      0.0      0.1836
   1   1     87.5      0.0    180.0      0.1642
   1   2     87.5     15.0    165.0      0.1811
   1   3     87.5     30.0    150.0      0.1921
   1   4     87.5     45.0    135.0      0.1911
   1   5     87.5     60.0    120.0      0.1860
   1   6     87.5     75.0    105.0      0.1911
   1   7     87.5     90.0     90.0      0.1994
   1   8     87.5    105.0     75.0      0.2019
   1   9     87.5    120.0     60.0      0.2069
   1  10     87.5    135.0     45.0      0.2224
   1  11     87.5    150.0     30.0      0.2313
   1  12     87.5    165.0     15.0      0.2236
   1  13     87.5    180.0      0.0      0.2063
rho for WIND SPEED = 14.0 m/s     THETA_SUN = 20.0 deg
  10   1      0.0      0.0      0.0      0.1108
   9   1     10.0      0.0    180.0      0.1360
   9   2     10.0     15.0    165.0      0.1178
   9   3     10.0     30.0    150.0      0.1212
   9   4     10.0     45.0    135.0      0.1230
   9   5     10.0     60.0    120.0      0.1166
   9   6     10.0     75.0    105.0      0.1307
   9   7     10.0     90.0     90.0      0.1196
   9   8     10.0    105.0     75.0      0.1122
   9   9     10.0    120.0     60.0      0.0987
   9  10     10.0    135.0     45.0      0.0891
   9  11     10.0    150.0     30.0      0.0771
   9  12     10.0    165.0     15.0      0.0674
   9  13     10.0    180.0      0.0      0.0546
   8   1     20.0      0.0    180.0      0.1170
   8   2     20.0     15.0    165.0      0.0935
   8   3     20.0     30.0    150.0      0.1067
   8   4     20.0     45.0    135.0      0.1042
   8   5     20.0     60.0    120.0      0.1197
   8   6     20.0     75.0    105.0      0.1237
   8   7     20.0     90.0     90.0      0.1303
   8   8     20.0    105.0     75.0      0.1219
   8   9     20.0    120.0     60.0      0.1125
   8  10     20.0    135.0     45.0      0.0909
   8  11     20.0    150.0     30.0      0.0706
   8  12     20.0    165.0     15.0      0.0519
   8  13     20.0    180.0      0.0      0.0004
   7   1     30.0      0.0    180.0      0.0636
   7   2     30.0     15.0    165.0      0.0687
   7   3     30.0     30.0    150.0      0.0656
   7   4     30.0     45.0    135.0      0.0711
   7   5     30.0     60.0    120.0      0.0904
   7   6     30.0     75.0    105.0      0.0939
   7   7     30.0     90.0     90.0      0.1133
   7   8     30.0    105.0     75.0      0.1250
   7   9     30.0    120.0     60.0      0.1275
   7  10     30.0    135.0     45.0      0.1158
   7  11     30.0    150.0     30.0      0.1024
   7  12     30.0    165.0     15.0      0.0854
   7  13     30.0    180.0      0.0      0.0743
   6   1     40.0      0.0    180.0      0.0464
   6   2     40.0     15.0    165.0      0.0514
   6   3     40.0     30.0    150.0      0.0510
   6   4     40.0     45.0    135.0      0.0535
   6   5     40.0     60.0    120.0      0.0606
   6   6     40.0     75.0    105.0      0.0757
   6   7     40.0     90.0     90.0      0.0902
   6   8     40.0    105.0     75.0      0.1151
   6   9     40.0    120.0     60.0      0.1313
   6  10     40.0    135.0     45.0      0.1333
   6  11     40.0    150.0     30.0      0.1473
   6  12     40.0    165.0     15.0      0.1411
   6  13     40.0    180.0      0.0      0.1493
   5   1     50.0      0.0    180.0      0.0543
   5   2     50.0     15.0    165.0      0.0547
   5   3     50.0     30.0    150.0      0.0546
   5   4     50.0     45.0    135.0      0.0558
   5   5     50.0     60.0    120.0      0.0552
   5   6     50.0     75.0    105.0      0.0622
   5   7     50.0     90.0     90.0      0.0768
   5   8     50.0    105.0     75.0      0.0851
   5   9     50.0    120.0     60.0      0.1061
   5  10     50.0    135.0     45.0      0.1420
   5  11     50.0    150.0     30.0      0.1598
   5  12     50.0    165.0     15.0      0.1934
   5  13     50.0    180.0      0.0      0.1913
   4   1     60.0      0.0    180.0      0.0858
   4   2     60.0     15.0    165.0      0.0866
   4   3     60.0     30.0    150.0      0.0879
   4   4     60.0     45.0    135.0      0.0845
   4   5     60.0     60.0    120.0      0.0828
   4   6     60.0     75.0    105.0      0.0839
   4   7     60.0     90.0     90.0      0.0874
   4   8     60.0    105.0     75.0      0.0934
   4   9     60.0    120.0     60.0      0.1000
   4  10     60.0    135.0     45.0      0.1374
   4  11     60.0    150.0     30.0      0.1661
   4  12     60.0    165.0     15.0      0.2032
   4  13     60.0    180.0      0.0      0.2122
   3   1     70.0      0.0    180.0      0.1269
   3   2     70.0     15.0    165.0      0.1301
   3   3     70.0     30.0    150.0      0.1339
   3   4     70.0     45.0    135.0      0.1325
   3   5     70.0     60.0    120.0      0.1272
   3   6     70.0     75.0    105.0      0.1318
   3   7     70.0     90.0     90.0      0.1364
   3   8     70.0    105.0     75.0      0.1346
   3   9     70.0    120.0     60.0      0.1389
   3  10     70.0    135.0     45.0      0.1568
   3  11     70.0    150.0     30.0      0.1849
   3  12     70.0    165.0     15.0      0.2150
   3  13     70.0    180.0      0.0      0.2242
   2   1     80.0      0.0    180.0      0.1494
   2   2     80.0     15.0    165.0      0.1580
   2   3     80.0     30.0    150.0      0.1636
   2   4     80.0     45.0    135.0      0.1626
   2   5     80.0     60.0    120.0      0.1591
   2   6     80.0     75.0    105.0      0.1734
   2   7     80.0     90.0     90.0      0.1789
   2   8     80.0    105.0     75.0      0.1821
   2   9     80.0    120.0     60.0      0.1767
   2  10     80.0    135.0     45.0      0.1922
   2  11     80.0    150.0     30.0      0.2153
   2  12     80.0    165.0     15.0      0.2294
   2  13     80.0    180.0      0.0      0.2347
   1   1     87.5      0.0    180.0      0.1477
   1   2     87.5     15.0    165.0      0.1639
   1   3     87.5     30.0    150.0      0.1753
   1   4     87.5     45.0    135.0      0.1767
   1   5     87.5     60.0    120.0      0.1749
   1   6     87.5     75.0    105.0      0.1836
   1   7     87.5     90.0     90.0      0.1960
   1   8     87.5    105.0     75.0      0.2028
   1   9     87.5    120.0     60.0      0.2125
   1  10     87.5    135.0     45.0      0.2340
   1  11     87.5    150.0     30.0      0.2594
   1  12     87.5    165.0     15.0      0.2626
   1  13     87.5    180.0      0.0      0.2512
rho for WIND SPEED = 14.0 m/s     THETA_SUN = 30.0 deg
  10   1      0.0      0.0      0.0      0.1186
   9   1     10.0      0.0    180.0      0.1105
   9   2     10.0     15.0    165.0      0.1005
   9   3     10.0     30.0    150.0      0.0989
   9   4     10.0     45.0    135.0      0.1042
   9   5     10.0     60.0    120.0      0.0991
   9   6     10.0     75.0    105.0      0.1033
   9   7     10.0     90.0     90.0      0.1126
   9   8     10.0    105.0     75.0      0.1169
   9   9     10.0    120.0     60.0      0.1150
   9  10     10.0    135.0     45.0      0.1191
   9  11     10.0    150.0     30.0      0.1033
   9  12     10.0    165.0     15.0      0.0964
   9  13     10.0    180.0      0.0      0.1119
   8   1     20.0      0.0    180.0      0.0619
   8   2     20.0     15.0    165.0      0.0610
   8   3     20.0     30.0    150.0      0.0592
   8   4     20.0     45.0    135.0      0.0742
   8   5     20.0     60.0    120.0      0.0729
   8   6     20.0     75.0    105.0      0.0847
   8   7     20.0     90.0     90.0      0.1037
   8   8     20.0    105.0     75.0      0.1133
   8   9     20.0    120.0     60.0      0.1215
   8  10     20.0    135.0     45.0      0.1114
   8  11     20.0    150.0     30.0      0.0950
   8  12     20.0    165.0     15.0      0.0733
   8  13     20.0    180.0      0.0      0.0631
   7   1     30.0      0.0    180.0      0.0449
   7   2     30.0     15.0    165.0      0.0414
   7   3     30.0     30.0    150.0      0.0434
   7   4     30.0     45.0    135.0      0.0439
   7   5     30.0     60.0    120.0      0.0475
   7   6     30.0     75.0    105.0      0.0674
   7   7     30.0     90.0     90.0      0.0827
   7   8     30.0    105.0     75.0      0.1054
   7   9     30.0    120.0     60.0      0.1165
   7  10     30.0    135.0     45.0      0.1163
   7  11     30.0    150.0     30.0      0.0896
   7  12     30.0    165.0     15.0      0.0611
   7  13     30.0    180.0      0.0      0.0007
   6   1     40.0      0.0    180.0      0.0375
   6   2     40.0     15.0    165.0      0.0400
   6   3     40.0     30.0    150.0      0.0412
   6   4     40.0     45.0    135.0      0.0404
   6   5     40.0     60.0    120.0      0.0434
   6   6     40.0     75.0    105.0      0.0468
   6   7     40.0     90.0     90.0      0.0628
   6   8     40.0    105.0     75.0      0.0787
   6   9     40.0    120.0     60.0      0.1096
   6  10     40.0    135.0     45.0      0.1184
   6  11     40.0    150.0     30.0      0.1176
   6  12     40.0    165.0     15.0      0.1006
   6  13     40.0    180.0      0.0      0.0854
   5   1     50.0      0.0    180.0      0.0550
   5   2     50.0     15.0    165.0      0.0556
   5   3     50.0     30.0    150.0      0.0548
   5   4     50.0     45.0    135.0      0.0551
   5   5     50.0     60.0    120.0      0.0524
   5   6     50.0     75.0    105.0      0.0542
   5   7     50.0     90.0     90.0      0.0609
   5   8     50.0    105.0     75.0      0.0702
   5   9     50.0    120.0     60.0      0.1025
   5  10     50.0    135.0     45.0      0.1250
   5  11     50.0    150.0     30.0      0.1617
   5  12     50.0    165.0     15.0      0.1726
   5  13     50.0    180.0      0.0      0.1700
   4   1     60.0      0.0    180.0      0.0892
   4   2     60.0     15.0    165.0      0.0896
   4   3     60.0     30.0    150.0      0.0903
   4   4     60.0     45.0    135.0      0.0865
   4   5     60.0     60.0    120.0      0.0823
   4   6     60.0     75.0    105.0      0.0827
   4   7     60.0     90.0     90.0      0.0846
   4   8     60.0    105.0     75.0      0.0883
   4   9     60.0    120.0     60.0      0.0930
   4  10     60.0    135.0     45.0      0.1321
   4  11     60.0    150.0     30.0      0.1962
   4  12     60.0    165.0     15.0      0.2566
   4  13     60.0    180.0      0.0      0.2796
   3   1     70.0      0.0    180.0      0.1263
   3   2     70.0     15.0    165.0      0.1298
   3   3     70.0     30.0    150.0      0.1338
   3   4     70.0     45.0    135.0      0.1324
   3   5     70.0     60.0    120.0      0.1267
